class;width;height;xmin;ymin;xmax;ymax
A10;1920;1280;214;385;1876;943
A10;1536;1229;489;359;1244;725
A10;3600;2403;465;45;572;118
A10;3600;2403;1437;520;1599;641
A10;3600;2403;514;70;624;144
A10;1536;864;118;455;298;505
A10;3600;2403;564;95;679;171
A10;3600;2403;618;119;734;199
A10;3600;2403;1030;320;1171;419
A10;3600;2403;674;147;795;229
A10;3600;2403;801;207;927;296
A10;3600;2403;872;242;1003;335
A10;3600;2403;948;280;1084;376
A10;1536;864;873;195;1054;233
A400M;2245;1733;935;594;1535;1045
A400M;1200;751;261;406;412;446
A400M;2048;1536;1572;268;1883;391
A400M;1875;2048;777;68;1039;183
A400M;1000;560;72;170;664;384
A400M;1077;1567;648;340;730;425
A400M;1440;960;172;364;1191;627
A400M;1875;2048;829;0;980;38
A400M;1875;2048;859;0;950;13
A400M;4096;2731;110;961;3902;1914
A400M;4096;2731;1974;655;3591;1113
A400M;1875;2048;1333;289;1840;542
A400M;1200;800;311;430;577;634
A400M;1875;2048;599;0;773;73
A400M;603;450;159;170;472;353
A400M;1549;1033;491;293;917;609
A400M;1121;1167;202;139;834;687
A400M;1280;690;33;222;893;578
A400M;1280;853;303;440;623;567
A400M;3456;2304;1576;1006;1908;1101
A400M;1616;1080;132;376;1208;704
A400M;1280;713;428;213;1176;474
A400M;4096;2730;2495;1971;3429;2283
A400M;4096;2625;2530;1007;3899;1316
A400M;1200;847;7;0;1200;847
A400M;4096;2731;1522;1128;3581;1709
A400M;1800;1200;437;364;712;491
A400M;1080;1080;425;179;656;244
A400M;1049;821;104;48;1049;811
A400M;3525;1741;1629;1223;1726;1315
A400M;1121;1167;23;569;1059;981
A400M;1875;2048;458;68;721;183
A400M;1875;2048;540;586;1461;934
A400M;1875;2048;738;141;1086;299
A400M;3525;1741;1518;1284;1619;1380
A400M;1875;2048;1194;146;1540;304
A400M;1875;2048;1120;72;1380;185
A400M;2048;1366;1232;197;1491;270
A400M;1116;666;184;260;456;517
A400M;1200;751;80;222;240;263
A400M;3600;2401;866;1088;1184;1144
A400M;2560;1515;790;270;1595;559
A400M;2250;1163;0;237;1241;638
A400M;2250;1163;340;317;1479;637
A400M;4096;2730;2269;805;2690;999
A400M;4096;2730;1957;492;2432;727
A400M;4096;2730;1172;618;1635;853
A400M;2250;1163;935;408;1736;636
A400M;2723;2042;897;464;1825;1477
A400M;4096;2725;2312;1052;2812;1252
A400M;1200;1600;273;589;449;712
A400M;2250;1163;1440;474;1982;637
A400M;2250;1163;1607;486;2105;633
A400M;2250;1163;1776;499;2231;633
A400M;2560;1810;895;485;2560;1209
A400M;2560;1810;0;677;1042;1166
A400M;2250;1163;1249;454;1863;637
A400M;4800;3840;165;91;4669;3752
A400M;1280;853;279;511;493;570
A400M;5184;3888;1778;427;3727;3711
A400M;4096;2730;1456;808;1872;996
A400M;1772;1179;1183;468;1420;539
A400M;1200;800;633;430;820;497
A400M;1200;900;320;380;1043;617
A400M;3072;2048;194;116;2806;1937
A400M;1280;853;0;0;1266;853
A400M;1080;1620;411;622;719;798
A400M;2734;1538;805;221;1858;1172
A400M;2048;1120;1287;549;2048;917
A400M;2048;1152;190;19;1840;990
A400M;1200;675;159;135;1150;511
A400M;1080;1925;13;254;1064;597
A400M;1920;1280;708;452;1919;798
A400M;2048;1368;0;193;1979;702
A400M;2198;1466;821;158;1319;1280
A400M;1800;1200;661;69;957;1080
A400M;1280;717;0;133;978;471
A400M;1920;2792;191;1662;1423;1980
A400M;1920;2792;608;1217;1400;1434
A400M;1875;2048;1077;29;1289;119
A400M;3543;2363;1166;771;1522;882
A400M;3200;2133;1658;697;2559;1676
A400M;1949;1300;183;323;1878;792
A400M;2048;1106;0;179;1024;920
A400M;1600;900;1305;782;1368;811
A400M;3840;2160;816;1183;1512;1503
A400M;720;1280;339;511;559;592
A400M;1875;2048;1047;0;1226;72
A400M;1875;2048;1032;0;1125;18
A400M;1536;2048;582;602;783;686
A400M;1080;1350;35;582;1075;836
A400M;1200;751;761;300;917;339
A400M;1200;751;480;191;645;235
A400M;1875;2048;803;23;1013;112
A400M;2490;1548;811;936;1140;1243
A400M;1875;2048;817;0;996;70
A400M;2560;1810;134;481;2560;1306
A400M;2254;1585;1023;143;1314;312
A400M;1276;704;586;318;678;342
A400M;1920;2792;863;938;1390;1085
A400M;4096;2856;2991;981;4096;2413
A400M;1920;2792;909;817;1353;944
A400M;2048;1366;1344;345;1595;418
A400M;1900;600;564;3;1344;207
A400M;1280;701;5;186;913;433
A400M;4752;3168;0;647;3521;3010
A400M;2048;1365;723;572;1001;657
A400M;540;960;148;574;252;638
A400M;2560;1707;646;174;1817;1588
A400M;3000;1666;0;95;3000;1485
A400M;1920;1280;614;454;1920;878
A400M;3626;2418;885;831;2599;1494
A400M;2254;1585;719;95;1009;272
A400M;2560;1810;1196;751;2560;1258
A400M;1280;487;0;24;1280;412
A400M;2560;1709;914;260;2377;1186
A400M;2560;1707;823;430;1093;669
A400M;1623;1080;375;280;1623;710
A400M;1623;1080;837;337;936;376
A400M;1600;900;512;331;838;453
A400M;2884;1822;843;370;1054;547
A400M;1920;1120;446;336;1475;712
A400M;1600;800;122;262;1533;674
A400M;1509;2263;511;309;958;572
A400M;2000;1333;0;242;2000;1074
A400M;900;506;322;126;684;224
A400M;2048;1152;229;59;1835;889
A400M;1600;1067;1110;473;1259;537
A400M;4096;2731;1458;1033;2870;1538
A400M;1600;1067;778;484;885;531
A400M;900;506;143;134;624;275
A400M;4096;2731;996;78;4096;1757
A400M;1280;720;144;12;1000;471
A400M;900;500;251;248;721;411
A400M;4408;2352;1135;519;3494;1593
A400M;2000;1331;62;331;1751;905
A400M;2048;1364;1305;548;1993;944
A400M;2000;1336;138;689;237;775
A400M;2000;1336;694;678;845;797
A400M;4096;2731;1679;203;2180;720
A400M;1200;800;737;197;839;228
A400M;1623;1080;0;347;815;777
A400M;4096;2731;643;712;1958;1898
A400M;1200;763;241;0;929;249
A400M;2000;1336;1169;678;1438;892
A400M;2000;1336;1387;602;1841;952
A400M;1920;1280;215;370;1343;686
A400M;2500;1667;676;629;1456;946
A400M;1600;1066;143;527;460;775
A400M;2000;1336;871;560;1066;719
A400M;2500;1663;1116;142;1873;374
A400M;1600;1067;665;466;832;535
A400M;1600;1067;1174;497;1251;547
A400M;2500;1740;1120;380;2301;826
A400M;990;742;130;176;990;456
A400M;1116;1080;336;235;446;345
A400M;1024;682;141;196;559;330
A400M;990;742;784;366;990;436
A400M;1200;900;661;200;835;253
A400M;1500;1000;233;209;1171;552
A400M;990;742;701;392;832;434
A400M;480;848;150;270;400;441
A400M;828;1792;231;382;719;761
A400M;1024;682;183;216;784;400
A400M;1000;666;0;242;302;334
A400M;1200;801;929;338;1144;414
A400M;2048;1152;329;256;1701;918
A400M;1024;682;0;154;1024;592
A400M;2048;1365;0;303;1850;866
A400M;1536;2048;379;713;617;855
A400M;1600;1200;425;433;1600;825
A400M;1600;1067;703;490;798;530
A400M;900;506;0;160;733;381
A400M;2048;1152;208;731;659;896
A400M;1280;485;696;127;1044;286
A400M;2048;1332;207;119;1833;1099
A400M;1600;1067;593;481;711;531
A400M;1200;800;24;141;1185;503
A400M;1600;1067;798;437;1090;549
A400M;900;506;0;158;317;295
A400M;2000;1334;0;0;2000;1195
A400M;1920;1280;355;317;1552;639
A400M;4096;2438;0;573;2291;1719
A400M;3502;1813;1036;20;1088;75
A400M;3502;1813;912;293;963;348
A400M;3502;1813;938;399;990;453
A400M;1690;1207;642;620;1100;818
A400M;1284;695;268;65;797;350
A400M;1305;871;309;30;1140;812
A400M;2561;1707;563;43;1960;1706
A400M;1772;1179;1343;503;1686;604
A400M;1440;810;537;309;1275;542
A400M;1200;800;13;367;568;552
A400M;2000;1333;251;196;2000;602
A400M;2048;1365;290;479;1005;709
A400M;720;1280;243;479;305;496
A400M;3580;1710;1846;589;3253;1145
A400M;2048;1175;1071;418;2025;794
A400M;2560;1516;157;864;834;1100
A400M;1024;768;0;373;444;556
A400M;1024;768;644;403;1024;554
A400M;1024;683;872;217;950;237
A400M;4096;2558;1420;938;3322;1662
A400M;8256;3538;3059;1850;5802;2704
A400M;2000;1334;435;663;1849;1150
A400M;566;1224;242;243;483;320
A400M;2048;1365;119;478;534;584
A400M;2048;1536;794;545;2048;1128
A400M;3840;2160;1432;830;2368;1154
A400M;2500;1667;481;269;2500;921
A400M;1006;474;301;170;784;359
A400M;2126;1415;157;352;1087;704
A400M;1600;1067;34;299;948;631
A400M;2048;1365;179;478;700;632
A400M;1600;1200;568;663;1147;872
A400M;2048;1365;734;484;1913;986
A400M;792;445;529;135;673;172
A400M;4096;2731;2023;1028;2597;1206
A400M;720;1280;175;195;493;349
A400M;1000;666;239;172;736;315
A400M;2048;1366;1252;510;1411;581
A400M;1600;1066;0;0;897;763
A400M;1920;1280;10;177;1920;1280
A400M;900;607;459;250;868;386
A400M;1280;720;100;0;1034;720
A400M;848;480;433;227;466;240
A400M;705;441;69;104;673;307
A400M;3500;2333;439;408;3500;1747
A400M;1000;563;377;30;623;255
A400M;1331;2000;77;220;1331;610
A400M;720;900;267;440;476;495
A400M;5568;3712;0;1464;2017;2405
A400M;5568;3712;208;1251;5476;2558
A400M;3789;1701;137;137;236;232
A400M;1920;1280;715;438;1837;783
A400M;2436;1125;1251;344;2156;980
A400M;1920;1281;891;216;1072;397
A400M;900;506;671;214;900;319
A400M;680;460;124;133;496;253
A400M;1200;800;673;330;940;552
A400M;900;506;375;256;802;370
A400M;4096;3072;1310;1196;2658;1650
A400M;1920;1280;905;524;980;600
A400M;1998;1427;1164;746;1546;937
A400M;1024;768;376;286;551;349
A400M;1966;980;1428;517;1762;642
A400M;2048;1366;1207;609;2005;942
A400M;1966;980;107;661;611;789
A400M;1080;699;94;198;648;342
A400M;2500;1407;0;0;2500;1407
A400M;1960;1260;646;906;1560;1191
A400M;4000;3000;0;0;3237;2455
A400M;1920;1280;841;560;1093;684
A400M;1024;515;281;56;937;250
A400M;1199;800;36;227;1199;509
A400M;1200;675;662;0;1190;264
A400M;1024;515;539;363;772;427
A400M;1024;515;24;346;300;429
A400M;1200;800;0;269;514;441
A400M;1280;853;159;95;1025;768
A400M;1451;816;320;151;1114;368
A400M;5472;3648;1058;96;4730;3060
A400M;1843;2764;621;505;1035;634
A400M;900;506;48;174;664;332
A400M;1200;853;650;463;841;557
A400M;640;1138;145;440;419;735
A400M;1920;1281;187;42;1897;591
A400M;1280;853;98;58;1236;365
A400M;1920;1281;189;67;1920;984
A400M;2000;1125;646;480;784;528
A400M;2048;1536;0;368;1450;798
A400M;1200;800;6;250;369;381
A400M;2048;1365;1034;15;2048;964
A400M;1920;1281;488;208;1542;1131
A400M;1616;1080;708;479;827;544
A400M;1200;800;899;275;1133;384
A400M;1200;800;719;604;925;684
A400M;1200;900;31;476;279;572
A400M;2560;1361;800;284;1726;610
A400M;1200;800;239;124;475;236
A400M;1690;790;500;154;1305;451
A400M;1280;960;108;350;1035;638
A400M;1200;853;381;471;547;573
A400M;1300;865;93;79;1222;535
A400M;1200;853;401;257;522;385
A400M;1200;900;668;462;916;560
A400M;1280;720;109;243;1144;592
A400M;2356;1571;822;24;1952;1507
A400M;2048;1364;1369;146;2017;742
A400M;1920;1280;936;703;1920;1048
A400M;4096;2734;1435;350;1717;668
A400M;1920;1280;6;574;1616;1055
A400M;1200;853;393;68;538;184
A400M;813;340;376;52;737;273
A400M;1200;800;33;540;239;630
A400M;2100;1500;689;231;1793;585
A400M;1200;800;884;304;1052;373
A400M;2048;1428;1212;89;1922;324
A400M;4096;2731;3752;1898;4094;2056
A400M;2560;1707;552;416;1622;857
A400M;2560;1707;1033;250;1496;925
A400M;750;1334;177;539;371;607
A400M;1332;850;290;322;1069;547
A400M;4096;3072;1396;1088;2113;1352
A400M;1200;675;322;224;569;296
A400M;1280;853;235;126;1051;802
A400M;1500;1125;173;121;1289;457
A400M;1200;853;913;458;1124;536
A400M;2206;1240;622;134;1530;1171
A400M;1080;858;87;89;735;683
A400M;1280;790;204;71;1280;558
A400M;3535;1890;952;155;1033;247
A400M;1024;682;352;403;739;515
A400M;1200;853;630;77;834;146
A400M;1200;853;162;61;200;184
A400M;1200;675;568;330;601;342
A400M;2048;1362;309;1121;530;1256
A400M;2048;1536;386;305;2048;854
A400M;2048;1365;1441;822;1526;870
A400M;1698;1141;164;376;528;480
A400M;1698;1141;1291;271;1622;435
A400M;2863;1675;1409;338;1701;530
A400M;2048;1536;204;330;1004;1039
A400M;2048;1462;253;0;2048;966
A400M;1600;1067;0;85;1600;1067
A400M;1920;1281;40;0;1920;1281
A400M;1920;1280;0;0;1920;1236
A400M;1772;1179;0;373;1468;916
A400M;2863;1675;1677;84;1976;277
A400M;1616;1080;734;556;871;610
A400M;1200;853;660;273;819;353
A400M;2048;1070;0;583;818;894
A400M;3535;1890;554;613;650;696
A400M;1280;663;415;159;875;282
A400M;3600;2045;405;39;3145;1833
A400M;1600;900;824;364;1283;501
A400M;1280;464;526;149;1280;356
A400M;1968;1444;226;399;546;504
A400M;3796;1951;2416;917;2461;960
A400M;4096;2731;0;127;4096;2731
A400M;680;453;329;164;678;299
A400M;4096;3072;1524;1284;2075;1661
A400M;1280;737;233;166;917;406
A400M;810;513;72;263;576;438
A400M;2971;2228;234;873;1040;1338
A400M;810;513;121;238;726;448
A400M;6000;4000;1585;464;4662;3424
A400M;2480;1653;1036;444;2358;833
A400M;675;1200;151;557;563;736
A400M;2736;1824;1309;862;1707;1179
A400M;2048;1464;239;449;1980;923
A400M;3840;2160;1013;474;1747;829
A400M;3205;2137;1065;279;2193;1801
A400M;2048;1366;27;55;741;754
A400M;4096;2734;359;1317;3240;2240
A400M;2192;1347;806;271;1584;976
A400M;1600;900;347;369;705;487
A400M;3360;2240;829;1060;3276;1943
A400M;3072;1810;2028;1172;2145;1216
A400M;1500;1902;0;0;1500;1373
A400M;4096;2304;1076;898;1993;1189
A400M;1200;853;113;463;240;574
A400M;2500;1667;33;587;2491;1270
A400M;4096;2734;1694;120;2037;547
A400M;4096;2731;0;0;4096;2300
A400M;2048;1536;0;436;1201;980
A400M;1024;683;96;57;1024;683
A400M;1536;2048;498;689;1321;948
A400M;1600;1066;386;620;562;694
A400M;3600;1948;0;663;3461;1661
A400M;768;1024;34;199;768;589
A400M;2868;1684;2442;1330;2712;1579
A400M;2868;1684;1744;1339;2013;1586
A400M;1678;1366;540;627;618;678
A400M;2048;1366;674;554;1747;902
A400M;2048;1364;71;467;937;1251
A400M;1600;1066;1263;495;1360;530
A400M;2868;1684;1427;1348;1697;1597
A400M;2048;1365;973;390;1782;656
A400M;1200;1600;494;695;596;759
A400M;1536;2048;518;1192;685;1283
A400M;728;485;75;9;595;479
A400M;2048;1363;0;133;2048;1363
A400M;4096;2731;355;389;4096;2232
A400M;1600;1066;199;632;489;771
A400M;2000;1335;947;410;1319;538
A400M;4075;2717;810;738;3086;1281
A400M;2730;4096;335;1060;2289;2017
A400M;3600;1948;2928;1203;3600;1515
A400M;1600;1066;62;553;598;712
A400M;1600;1066;394;450;1397;764
A400M;4096;3072;2158;1619;2730;1970
A400M;1000;668;612;284;847;363
A400M;3840;2160;2095;621;2823;958
A400M;3066;1582;826;1203;1096;1452
A400M;2048;1364;771;106;1730;364
A400M;2048;1365;722;192;2048;1278
A400M;1200;853;77;283;276;382
A400M;480;848;32;199;424;365
A400M;3210;2140;282;380;2936;1003
A400M;1600;1066;984;549;1137;604
A400M;4075;2717;483;1346;3759;2513
A400M;2048;1848;785;221;1903;1046
A400M;1620;1080;443;23;924;408
A400M;2000;1331;168;411;860;603
A400M;900;506;362;233;407;246
A400M;1280;720;285;80;1018;623
A400M;1200;800;148;418;1168;690
A400M;3528;1884;485;150;571;243
A400M;3528;1884;372;114;458;208
A400M;1024;768;25;282;751;580
A400M;1024;768;630;439;995;567
A400M;3456;2304;1495;1038;1732;1130
A400M;1200;788;242;0;1164;681
A400M;2048;1536;197;239;1885;890
A400M;1200;853;942;70;1068;181
A400M;3681;2146;262;933;2489;1566
A400M;3072;4096;1654;826;1681;859
A400M;2048;1792;1092;512;1337;631
A400M;1280;720;345;132;1013;427
A400M;4096;2731;0;684;3086;2205
A400M;4096;2731;1996;848;2272;1067
A400M;2604;1590;1463;600;1894;875
A400M;1290;738;647;299;790;347
A400M;1290;738;176;291;321;336
A400M;960;718;270;184;342;241
A400M;2047;1365;32;525;1546;990
A400M;1280;708;298;85;727;435
A400M;1920;1281;103;64;1841;1079
A400M;3858;2568;2500;365;3441;949
A400M;1920;1280;699;369;1875;707
A400M;3072;2048;1846;397;2210;505
A400M;1179;1772;0;11;1179;1354
A400M;3528;1884;267;78;354;173
A400M;3898;2599;252;892;3847;1821
A400M;1200;800;133;157;1142;533
A400M;2560;1352;823;168;1605;443
A400M;3072;2048;781;225;962;303
A400M;1200;853;933;269;1082;383
A400M;3528;1884;285;368;372;461
A400M;1200;800;0;352;1200;776
A400M;1200;1600;682;200;809;283
A400M;2560;1710;19;365;2498;1261
A400M;1200;1600;438;1182;481;1198
A400M;1920;1281;1159;432;1738;650
A400M;480;480;309;211;343;244
A400M;4096;2730;0;255;4096;2071
A400M;2560;1707;419;0;2560;832
A400M;2160;3260;622;0;1876;3260
A400M;1920;1281;0;102;1920;1281
A400M;1024;994;160;147;892;615
A400M;2500;1667;596;320;2441;1653
A400M;2560;1537;877;577;1676;848
A400M;1600;1149;235;396;663;534
A400M;2048;1536;497;161;1183;870
A400M;720;900;492;319;567;345
A400M;1920;1920;887;139;1219;245
A400M;2047;1365;152;438;2007;990
A400M;1600;1200;919;736;1146;805
A400M;1600;2400;845;1123;1368;1367
A400M;1200;800;62;528;573;746
A400M;1286;857;80;266;792;544
A400M;1286;857;0;69;1286;616
A400M;681;1024;117;879;216;926
A400M;3528;1884;398;405;485;499
A400M;2048;1536;27;292;2048;1191
A400M;2048;1536;1480;540;1615;639
A400M;1200;800;403;248;459;264
A400M;3520;1873;1842;1596;1911;1669
A400M;1200;800;298;253;355;269
A400M;1920;1281;1435;515;1640;673
A400M;3528;1884;199;623;286;716
A400M;1623;1080;459;622;1355;827
A400M;3008;2069;1512;1269;2695;1586
A400M;3898;2599;2385;1122;3898;1743
A400M;1249;1749;409;1189;827;1371
A400M;4096;2731;156;1323;1065;1624
A400M;1800;1350;257;271;1145;567
A400M;4096;2731;351;1365;1075;1618
A400M;3000;2000;1306;618;2813;1074
A400M;1920;1080;0;0;1534;594
A400M;1920;1080;0;180;1027;1028
A400M;4096;2731;1341;1362;1929;1614
A400M;3008;2069;2224;692;2780;834
A400M;3055;1582;223;67;516;222
A400M;1200;796;270;219;945;541
A400M;4198;2099;2382;815;3005;1000
A400M;4198;2099;1723;923;2299;1097
A400M;4198;2099;673;1044;1244;1209
A400M;1024;682;409;405;1004;588
A400M;1920;1080;924;297;1644;495
A400M;4198;2099;1191;715;1823;899
A400M;896;598;302;132;557;262
A400M;4096;2731;1459;1262;2551;1633
A400M;1200;800;143;266;509;372
A400M;4096;2304;1007;677;2586;1497
A400M;3008;2069;937;851;1772;1065
A400M;1000;667;424;406;707;465
A400M;1817;1211;14;19;1745;1187
A400M;1280;852;480;152;515;169
A400M;4096;2731;1391;1319;2186;1618
A400M;4096;2299;2044;454;2796;856
A400M;1196;797;126;212;897;460
A400M;1280;960;657;343;822;444
A400M;1080;859;0;48;1032;319
A400M;3008;2069;1535;648;2127;803
A400M;4096;2731;1818;988;3983;1699
A400M;4096;2731;1572;1170;2702;1655
A400M;1280;720;339;96;788;241
A400M;2048;1365;666;244;1881;554
A400M;1280;1071;103;18;1280;1071
A400M;900;506;332;147;863;320
A400M;2559;1706;0;288;2338;1070
A400M;1200;1600;427;579;587;694
A400M;1200;800;185;496;760;796
A400M;1000;723;0;322;145;508
A400M;2500;1667;1033;852;1280;943
A400M;1280;557;759;239;1001;441
A400M;1635;1089;223;50;541;883
A400M;3403;4096;1870;2515;3144;3060
A400M;4096;1935;3570;1106;3972;1233
A400M;1024;682;0;23;1024;448
A400M;1600;1200;562;557;980;669
A400M;2500;1667;721;521;2056;887
A400M;4096;2731;2290;1369;4096;1972
A400M;2560;1572;866;439;1701;723
A400M;1280;934;572;269;1194;478
A400M;1200;800;386;313;845;470
A400M;1620;1080;717;708;1131;1005
A400M;1600;1064;728;62;955;184
A400M;1200;800;354;155;1071;371
A400M;3008;2069;593;564;1235;734
A400M;1199;800;46;122;1106;409
A400M;1500;844;359;251;1293;655
A400M;1600;1200;555;471;1092;699
A400M;4185;2790;1517;116;2228;2600
A400M;2048;1536;75;0;2048;996
A400M;1280;720;745;158;1238;295
A400M;4096;2731;1766;289;2236;615
A400M;1280;987;12;0;1280;987
A400M;3840;2160;1868;1207;2552;1502
A400M;533;638;31;169;105;213
A400M;1832;1374;397;651;1832;1144
A400M;1200;675;220;98;993;513
AG600;1620;1080;166;306;595;481
AG600;1200;800;88;100;1140;509
AG600;650;398;48;50;483;214
AG600;1024;690;527;134;1000;271
AG600;1179;788;0;35;1132;767
AG600;600;352;0;146;600;288
AG600;1020;574;171;37;882;262
AG600;1920;1080;365;352;1536;648
AG600;905;1960;0;483;815;1084
AG600;926;521;263;134;773;376
AG600;1620;1080;641;467;1143;686
AG600;2000;1334;86;156;1890;952
AG600;1433;900;0;153;1433;655
AG600;800;321;0;8;742;289
AG600;900;511;0;13;756;398
AG600;702;1280;59;695;105;711
AG600;900;506;25;118;862;391
AG600;640;427;55;69;502;374
AG600;1280;853;351;464;1080;688
AG600;1620;1080;972;572;1520;821
AG600;1080;605;281;167;772;460
AG600;1894;1065;328;76;1347;1001
AG600;500;333;170;118;239;154
AG600;1920;1214;212;309;1636;974
AG600;1200;536;344;232;925;445
AG600;1076;799;402;384;1076;601
AG600;1620;1080;386;380;848;573
AG600;1228;1344;0;39;1228;556
AG600;749;366;0;201;243;320
AG600;1024;683;0;23;995;678
AG600;1424;800;46;360;1424;674
AG600;2000;1334;30;343;1830;880
AG600;2048;1364;47;9;1894;1237
AG600;1440;960;145;300;1425;671
AG600;1080;1726;569;341;848;1368
AG600;1200;800;113;392;1103;670
AG600;900;503;221;318;622;433
AG600;640;360;204;126;458;207
AG600;1200;800;321;281;684;395
AG600;1920;1080;0;0;1920;700
AG600;864;486;340;207;470;252
AG600;2048;1365;848;310;1803;646
AG600;1024;629;417;356;676;429
AG600;2048;1366;17;179;2030;821
AG600;1280;720;546;227;1280;480
AG600;2048;1365;824;266;1586;554
AG600;1200;641;78;329;945;549
AG600;1200;641;642;459;889;523
AG600;640;360;412;143;501;168
AG600;720;1280;0;121;720;701
AG600;1080;674;23;221;1006;540
AG600;1080;720;110;149;1080;395
AG600;930;615;240;272;396;327
AG600;1020;680;435;172;711;237
AG600;1200;675;802;266;859;297
AG600;1080;720;248;310;657;415
AG600;1620;1080;174;417;1434;783
AG600;900;506;427;143;900;315
AG600;1200;675;0;93;1186;647
